folio,depto,area,s07a_01,s07a_02,s07a_02e,s07a_03,s07a_03e,s07a_03a,s07a_04,s07a_05,s07a_06,s07a_06e,s07a_07,s07a_08,s07a_08e,s07a_09,s07a_09e,s07a_10,s07a_10e,s07a_11a,s07a_11b,s07a_11c,s07a_12,s07a_13,s07a_14,s07a_15,s07a_16,s07a_17,s07a_18,s07a_18e,s07a_19_1a,s07a_19_1b,s07a_19_2a,s07a_19_2b,s07a_19_3a,s07a_19_3b,s07a_19_4a,s07a_19_4ae,s07a_19_4b,s07a_20_1a,s07a_20_1b,s07a_20_2a,s07a_20_2b,s07a_20_3a,s07a_20_3b,s07a_20_4a,s07a_20_4b,s07a_20_5a,s07a_20_5ae,s07a_20_5b,s07a_21,s07a_22,s07a_22e,s07a_23,s07a_24,s07a_25,s07a_26,s07a_27,s07a_28,s07a_29,s07a_30,totper,hogar,upm,estrato,factor
111-000262-A-0281,1.0,1.0,1.0,1.0,,3.0,,NA,NA,500.0,1.0,,1.0,1.0,,6.0,,1.0,,24.0,0.0,7.0,30.0,1.0,1.0,1.0,1.0,28.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,18.0,2.0,1.0,2.0,NA,1.0,2.0,NA,2.0,1.0,111-000262-A,11,178.43988037109375
111-000262-A-0301,1.0,1.0,1.0,2.0,,2.0,,2.0,NA,2000.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,20.0,1.0,1.0,1.0,1.0,80.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,100000.0,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,50.0,6.0,5.0,2.0,NA,1.0,2.0,NA,5.0,1.0,111-000262-A,11,178.43988037109375
112-000368-A-0031,1.0,1.0,4.0,7.0,,NA,,NA,NA,400.0,1.0,,1.0,3.0,,6.0,,2.0,,24.0,0.0,7.0,70.0,1.0,1.0,2.0,1.0,100.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,4.0,2.0,2.0,NA,1.0,1.0,1.0,4.0,1.0,112-000368-A,12,95.1634521484375
112-000368-A-0051,1.0,1.0,4.0,7.0,,NA,,NA,NA,500.0,1.0,,1.0,3.0,,5.0,,2.0,,24.0,0.0,7.0,40.0,1.0,1.0,1.0,1.0,150.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,46.0,3.0,2.0,2.0,NA,1.0,2.0,NA,6.0,1.0,112-000368-A,12,95.1634521484375
112-000368-A-0071,1.0,1.0,1.0,1.0,,3.0,,NA,NA,1000.0,1.0,,2.0,3.0,,5.0,,1.0,,24.0,0.0,7.0,25.0,1.0,1.0,1.0,1.0,40.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,17.0,8.0,6.0,2.0,NA,1.0,1.0,1.0,11.0,1.0,112-000368-A,12,95.1634521484375
112-000368-A-0101,1.0,1.0,4.0,1.0,,4.0,,NA,NA,150.0,2.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,20.0,1.0,1.0,2.0,1.0,35.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,23.0,1.0,0.0,2.0,NA,2.0,NA,NA,2.0,1.0,112-000368-A,12,95.1634521484375
112-000368-A-0121,1.0,1.0,4.0,7.0,,NA,,NA,NA,400.0,1.0,,1.0,1.0,,6.0,,2.0,,24.0,0.0,7.0,20.0,1.0,1.0,2.0,1.0,60.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,45.0,2.0,0.0,2.0,NA,1.0,1.0,1.0,4.0,1.0,112-000368-A,12,95.1634521484375
112-000368-A-0141,1.0,1.0,4.0,7.0,,NA,,NA,NA,500.0,1.0,,1.0,1.0,,6.0,,2.0,,24.0,0.0,7.0,20.0,1.0,1.0,2.0,1.0,60.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,20.0,2.0,0.0,2.0,NA,1.0,1.0,1.0,4.0,1.0,112-000368-A,12,95.1634521484375
112-000368-A-0171,1.0,1.0,1.0,1.0,,3.0,,NA,NA,1500.0,1.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,70.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,45.0,4.0,4.0,2.0,NA,1.0,3.0,1.0,5.0,1.0,112-000368-A,12,95.1634521484375
112-000368-A-0191,1.0,1.0,4.0,3.0,,NA,,NA,350.0,NA,2.0,,2.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,40.0,1.0,1.0,1.0,1.0,30.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,45.0,1.0,0.0,2.0,NA,1.0,2.0,NA,4.0,1.0,112-000368-A,12,95.1634521484375
112-000368-A-0211,1.0,1.0,1.0,1.0,,2.0,,2.0,NA,2000.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,90.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,16.0,4.0,2.0,2.0,NA,1.0,1.0,1.0,2.0,1.0,112-000368-A,12,95.1634521484375
112-000368-A-0241,1.0,1.0,1.0,1.0,,4.0,,NA,NA,800.0,1.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,35.0,1.0,1.0,1.0,1.0,45.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,2.0,1.0,2.0,NA,1.0,1.0,1.0,2.0,1.0,112-000368-A,12,95.1634521484375
112-000368-A-0261,1.0,1.0,1.0,1.0,,4.0,,NA,NA,600.0,1.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,30.0,1.0,1.0,1.0,1.0,60.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,2.0,1.0,2.0,NA,1.0,1.0,1.0,3.0,1.0,112-000368-A,12,95.1634521484375
112-000368-A-0281,1.0,1.0,1.0,1.0,,4.0,,NA,NA,3000.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,32.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,2.0,1.0,2.0,NA,1.0,1.0,1.0,2.0,1.0,112-000368-A,12,95.1634521484375
112-000428-A-0011,1.0,1.0,1.0,7.0,,NA,,NA,NA,300.0,1.0,,1.0,3.0,,5.0,,1.0,,24.0,0.0,7.0,25.0,1.0,1.0,1.0,1.0,45.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,2.0,2.0,NA,1.0,3.0,1.0,5.0,1.0,112-000428-A,12,93.2213363647461
112-000428-A-0021,1.0,1.0,1.0,1.0,,2.0,,2.0,NA,800.0,1.0,,1.0,2.0,,5.0,,1.0,,24.0,0.0,7.0,30.0,1.0,1.0,1.0,1.0,55.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,5.0,4.0,2.0,NA,1.0,3.0,1.0,5.0,1.0,112-000428-A,12,93.2213363647461
112-000428-A-0031,1.0,1.0,1.0,1.0,,2.0,,2.0,NA,800.0,1.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,30.0,1.0,1.0,1.0,1.0,70.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,18.0,6.0,3.0,2.0,NA,1.0,3.0,1.0,7.0,1.0,112-000428-A,12,93.2213363647461
112-000428-A-0041,1.0,1.0,1.0,1.0,,3.0,,NA,NA,400.0,1.0,,1.0,2.0,,5.0,,1.0,,24.0,0.0,7.0,20.0,1.0,1.0,1.0,1.0,35.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,13.0,2.0,1.0,2.0,NA,1.0,2.0,NA,2.0,1.0,112-000428-A,12,93.2213363647461
112-000428-A-0051,1.0,1.0,1.0,2.0,,2.0,,2.0,NA,500.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,80.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3000.0,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,3.0,1.0,2.0,NA,1.0,3.0,1.0,2.0,1.0,112-000428-A,12,93.2213363647461
112-000428-A-0061,1.0,1.0,3.0,1.0,,4.0,,NA,NA,1000.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,40.0,1.0,1.0,1.0,1.0,80.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,3.0,2.0,2.0,NA,1.0,3.0,1.0,2.0,1.0,112-000428-A,12,93.2213363647461
112-000428-A-0071,1.0,1.0,3.0,1.0,,4.0,,NA,NA,1000.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,60.0,1.0,1.0,1.0,1.0,80.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,3.0,2.0,2.0,NA,1.0,3.0,1.0,5.0,1.0,112-000428-A,12,93.2213363647461
112-000428-A-0081,1.0,1.0,1.0,1.0,,3.0,,NA,NA,1200.0,1.0,,1.0,3.0,,6.0,,2.0,,24.0,0.0,7.0,70.0,1.0,1.0,1.0,1.0,120.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,8.0,6.0,4.0,2.0,NA,1.0,3.0,1.0,5.0,1.0,112-000428-A,12,93.2213363647461
112-000428-A-0091,1.0,1.0,1.0,1.0,,2.0,,2.0,NA,500.0,1.0,,1.0,3.0,,5.0,,2.0,,24.0,0.0,7.0,20.0,1.0,1.0,2.0,1.0,50.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,4.0,,12.0,1.0,0.0,2.0,NA,2.0,NA,NA,2.0,1.0,112-000428-A,12,93.2213363647461
112-000428-A-0101,1.0,1.0,3.0,7.0,,NA,,NA,NA,1500.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,30.0,1.0,1.0,1.0,1.0,60.0,5.0,,1.0,200.0,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,20.0,4.0,1.0,2.0,NA,1.0,3.0,1.0,4.0,1.0,112-000428-A,12,93.2213363647461
112-000428-A-0111,1.0,1.0,3.0,7.0,,NA,,NA,NA,1500.0,1.0,,1.0,3.0,,5.0,,1.0,,24.0,0.0,7.0,35.0,1.0,1.0,1.0,1.0,80.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,10.0,4.0,3.0,2.0,NA,1.0,3.0,1.0,3.0,1.0,112-000428-A,12,93.2213363647461
112-000428-A-0121,1.0,1.0,3.0,7.0,,NA,,NA,NA,1000.0,1.0,,2.0,3.0,,5.0,,1.0,,24.0,0.0,7.0,20.0,1.0,1.0,1.0,1.0,40.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,20.0,4.0,2.0,2.0,NA,1.0,3.0,1.0,5.0,1.0,112-000428-A,12,93.2213363647461
112-000481-A-0031,1.0,1.0,3.0,7.0,,NA,,NA,NA,1000.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,100.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,4.0,3.0,2.0,NA,1.0,3.0,1.0,5.0,1.0,112-000481-A,12,160.27528381347656
112-000481-A-0051,1.0,1.0,3.0,5.0,,NA,,NA,NA,1200.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,40.0,1.0,1.0,1.0,1.0,80.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,4.0,3.0,2.0,NA,1.0,3.0,1.0,5.0,1.0,112-000481-A,12,160.27528381347656
112-000481-A-0071,1.0,1.0,1.0,1.0,,2.0,,2.0,NA,2000.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,100.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,4.0,3.0,2.0,NA,1.0,3.0,1.0,5.0,1.0,112-000481-A,12,160.27528381347656
112-000481-A-0101,1.0,1.0,1.0,1.0,,4.0,,NA,NA,500.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,20.0,1.0,1.0,1.0,1.0,50.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,1.0,1.0,2.0,NA,1.0,2.0,NA,2.0,1.0,112-000481-A,12,160.27528381347656
112-000481-A-0121,1.0,1.0,4.0,7.0,,NA,,NA,NA,300.0,1.0,,1.0,3.0,,6.0,,2.0,,24.0,0.0,7.0,30.0,1.0,1.0,2.0,1.0,60.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,1.0,0.0,2.0,NA,1.0,3.0,4.0,4.0,1.0,112-000481-A,12,160.27528381347656
112-000481-A-0141,1.0,1.0,1.0,7.0,,NA,,NA,NA,2000.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,40.0,1.0,1.0,1.0,1.0,90.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,20.0,5.0,3.0,2.0,NA,1.0,3.0,1.0,3.0,1.0,112-000481-A,12,160.27528381347656
112-000481-A-0171,1.0,1.0,1.0,1.0,,3.0,,NA,NA,800.0,2.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,80.0,1.0,1.0,1.0,1.0,140.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,20.0,6.0,4.0,2.0,NA,1.0,3.0,1.0,6.0,1.0,112-000481-A,12,160.27528381347656
112-000481-A-0191,1.0,1.0,1.0,1.0,,3.0,,NA,NA,5000.0,1.0,,1.0,2.0,,6.0,,1.0,,24.0,0.0,7.0,150.0,1.0,1.0,1.0,1.0,180.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,20.0,6.0,4.0,1.0,38.0,1.0,3.0,1.0,8.0,1.0,112-000481-A,12,160.27528381347656
112-000481-A-0211,1.0,1.0,3.0,3.0,,NA,,NA,600.0,NA,1.0,,1.0,2.0,,5.0,,1.0,,24.0,0.0,7.0,30.0,1.0,1.0,1.0,1.0,45.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,3.0,1.0,2.0,NA,1.0,3.0,1.0,4.0,1.0,112-000481-A,12,160.27528381347656
112-000481-A-0241,1.0,1.0,1.0,7.0,,NA,,NA,NA,300.0,1.0,,1.0,3.0,,5.0,,2.0,,24.0,0.0,7.0,25.0,1.0,1.0,1.0,1.0,20.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,16.0,1.0,1.0,2.0,NA,1.0,2.0,NA,3.0,1.0,112-000481-A,12,160.27528381347656
112-000481-A-0261,1.0,1.0,1.0,1.0,,3.0,,NA,NA,500.0,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,20.0,1.0,1.0,2.0,1.0,35.0,5.0,,2.0,NA,1.0,100.0,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,4.0,,12.0,1.0,0.0,2.0,NA,2.0,NA,NA,1.0,1.0,112-000481-A,12,160.27528381347656
112-000481-A-0281,1.0,1.0,4.0,3.0,,NA,,NA,150.0,NA,1.0,,1.0,1.0,,5.0,,2.0,,24.0,0.0,7.0,10.0,1.0,1.0,2.0,1.0,30.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,25.0,1.0,0.0,2.0,NA,1.0,2.0,NA,4.0,1.0,112-000481-A,12,160.27528381347656
112-000533-A-0011,1.0,1.0,1.0,1.0,,3.0,,NA,NA,800.0,1.0,,1.0,2.0,,6.0,,1.0,,10.0,0.0,7.0,25.0,1.0,1.0,1.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,2.0,2.0,2.0,NA,1.0,2.0,NA,3.0,1.0,112-000533-A,12,114.48234558105469
112-000533-A-0031,1.0,1.0,4.0,7.0,,NA,,NA,NA,200.0,1.0,,2.0,3.0,,5.0,,2.0,,12.0,0.0,7.0,30.0,1.0,1.0,2.0,1.0,40.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,1.0,0.0,2.0,NA,1.0,2.0,NA,5.0,1.0,112-000533-A,12,114.48234558105469
112-000533-A-0041,1.0,1.0,4.0,7.0,,NA,,NA,NA,350.0,1.0,,2.0,3.0,,5.0,,2.0,,8.0,0.0,7.0,15.0,1.0,1.0,2.0,1.0,30.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,25.0,1.0,0.0,2.0,NA,1.0,2.0,NA,2.0,1.0,112-000533-A,12,114.48234558105469
112-000533-A-0061,1.0,1.0,4.0,3.0,,NA,,NA,360.0,NA,1.0,,1.0,2.0,,5.0,,1.0,,8.0,0.0,7.0,25.0,1.0,1.0,1.0,1.0,80.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,2.0,2.0,2.0,NA,1.0,2.0,NA,5.0,1.0,112-000533-A,12,114.48234558105469
112-000533-A-0081,1.0,1.0,1.0,1.0,,4.0,,NA,NA,300.0,1.0,,1.0,1.0,,5.0,,1.0,,12.0,0.0,7.0,25.0,1.0,1.0,1.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,18.0,2.0,2.0,2.0,NA,2.0,NA,NA,2.0,1.0,112-000533-A,12,114.48234558105469
112-000533-A-0091,1.0,1.0,4.0,7.0,,NA,,NA,NA,200.0,2.0,,1.0,2.0,,1.0,,2.0,,8.0,0.0,7.0,15.0,1.0,1.0,2.0,1.0,35.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,25.0,1.0,0.0,2.0,NA,1.0,2.0,NA,4.0,1.0,112-000533-A,12,114.48234558105469
112-000533-A-0111,1.0,1.0,1.0,1.0,,4.0,,NA,NA,350.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,50.0,1.0,1.0,1.0,1.0,80.0,5.0,,1.0,200.0,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,1.0,300.0,2.0,,NA,1.0,4.0,,12.0,3.0,2.0,2.0,NA,1.0,3.0,1.0,4.0,1.0,112-000533-A,12,114.48234558105469
112-000533-A-0131,1.0,1.0,1.0,2.0,,2.0,,2.0,NA,500.0,1.0,,1.0,2.0,,5.0,,2.0,,12.0,0.0,7.0,30.0,1.0,1.0,1.0,1.0,55.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,25.0,1.0,0.0,2.0,NA,1.0,2.0,NA,3.0,1.0,112-000533-A,12,114.48234558105469
112-000533-A-0141,1.0,1.0,1.0,1.0,,3.0,,NA,NA,600.0,1.0,,1.0,3.0,,5.0,,1.0,,24.0,0.0,7.0,20.0,1.0,1.0,2.0,1.0,50.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,23.0,2.0,1.0,2.0,NA,1.0,3.0,1.0,4.0,1.0,112-000533-A,12,114.48234558105469
112-000533-A-0161,1.0,1.0,1.0,2.0,,2.0,,2.0,NA,300.0,1.0,,1.0,3.0,,5.0,,1.0,,7.0,0.0,5.0,25.0,1.0,1.0,1.0,1.0,70.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,10.0,1.0,1.0,2.0,NA,1.0,2.0,NA,3.0,1.0,112-000533-A,12,114.48234558105469
112-000533-A-0181,1.0,1.0,1.0,1.0,,3.0,,NA,NA,1500.0,1.0,,1.0,3.0,,5.0,,2.0,,24.0,0.0,7.0,40.0,1.0,1.0,1.0,1.0,90.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,12.0,4.0,3.0,2.0,NA,1.0,3.0,1.0,4.0,1.0,112-000533-A,12,114.48234558105469
112-000533-A-0191,1.0,1.0,1.0,1.0,,3.0,,NA,NA,450.0,1.0,,1.0,3.0,,5.0,,1.0,,6.0,0.0,7.0,24.0,1.0,1.0,1.0,1.0,70.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,20.0,1.0,0.0,2.0,NA,1.0,2.0,NA,3.0,1.0,112-000533-A,12,114.48234558105469
112-000603-A-0011,1.0,1.0,1.0,3.0,,NA,,NA,400.0,NA,2.0,,1.0,2.0,,5.0,,1.0,,24.0,0.0,7.0,30.0,1.0,1.0,1.0,1.0,35.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,23.0,4.0,2.0,2.0,NA,1.0,1.0,1.0,2.0,1.0,112-000603-A,12,157.69943237304688
112-000603-A-0041,1.0,1.0,1.0,1.0,,2.0,,2.0,NA,500.0,1.0,,1.0,3.0,,5.0,,1.0,,24.0,0.0,7.0,180.0,1.0,1.0,1.0,1.0,120.0,5.0,,1.0,500.0,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,12.0,5.0,3.0,2.0,NA,1.0,1.0,1.0,7.0,1.0,112-000603-A,12,157.69943237304688
112-000603-A-0061,1.0,1.0,4.0,7.0,,NA,,NA,NA,250.0,1.0,,1.0,3.0,,6.0,,1.0,,24.0,0.0,7.0,30.0,1.0,1.0,2.0,1.0,50.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,2.0,1.0,2.0,NA,1.0,1.0,1.0,4.0,1.0,112-000603-A,12,157.69943237304688
112-000603-A-0091,1.0,1.0,4.0,3.0,,NA,,NA,300.0,NA,2.0,,2.0,2.0,,1.0,,2.0,,24.0,0.0,7.0,20.0,1.0,1.0,1.0,1.0,35.0,6.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,3.0,,23.0,2.0,0.0,2.0,NA,1.0,2.0,NA,6.0,1.0,112-000603-A,12,157.69943237304688
112-000603-A-0111,1.0,1.0,1.0,1.0,,3.0,,NA,NA,500.0,1.0,,1.0,2.0,,6.0,,2.0,,24.0,0.0,7.0,20.0,1.0,1.0,1.0,1.0,70.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,3.0,,23.0,4.0,2.0,2.0,NA,1.0,1.0,1.0,5.0,1.0,112-000603-A,12,157.69943237304688
112-000603-A-0141,1.0,1.0,1.0,1.0,,3.0,,NA,NA,1000.0,1.0,,1.0,1.0,,5.0,,1.0,,24.0,0.0,7.0,90.0,1.0,1.0,1.0,1.0,150.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,20000.0,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,15.0,3.0,2.0,2.0,NA,1.0,1.0,1.0,3.0,1.0,112-000603-A,12,157.69943237304688
112-000603-A-0161,1.0,1.0,1.0,1.0,,3.0,,NA,NA,1000.0,1.0,,1.0,2.0,,5.0,,1.0,,24.0,0.0,7.0,60.0,1.0,1.0,1.0,1.0,100.0,5.0,,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,2.0,NA,2.0,NA,2.0,NA,2.0,NA,2.0,,NA,1.0,4.0,,20.0,7.0,3.0,2.0,NA,1.0,1.0,1.0,5.0,1.0,112-000603-A,12,157.69943237304688
